Visibility,Module,Package,Class,Method/Property name,Kind,Deprecated?,Scylla-only?,Counted to total sum,Priority,Status,Stub anchor,Github issue?,Implemented and waiting as PRs,Merged to master,Comment
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_MAX_REQUESTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_MAX_ORPHAN_REQUESTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_WARN_INIT_ERROR,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_ADVANCED_SHARD_AWARENESS_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADVANCED_SHARD_AWARENESS_PORT_LOW,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADVANCED_SHARD_AWARENESS_PORT_HIGH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_POOL_LOCAL_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_POOL_REMOTE_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_POOL_INIT_BATCH_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RECONNECT_ON_INIT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RECONNECTION_POLICY_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RECONNECTION_BASE_DELAY,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RECONNECTION_MAX_DELAY,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RETRY_POLICY_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SPECULATIVE_EXECUTION_POLICY_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SPECULATIVE_EXECUTION_MAX,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SPECULATIVE_EXECUTION_DELAY,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,AUTH_PROVIDER_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,AUTH_PROVIDER_USER_NAME,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,AUTH_PROVIDER_PASSWORD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_ENGINE_FACTORY_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_CIPHER_SUITES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_HOSTNAME_VALIDATION,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_ALLOW_DNS_REVERSE_LOOKUP_SAN,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_KEYSTORE_PATH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_KEYSTORE_PASSWORD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_KEYSTORE_RELOAD_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_TRUSTSTORE_PATH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SSL_TRUSTSTORE_PASSWORD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,TIMESTAMP_GENERATOR_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,TIMESTAMP_GENERATOR_FORCE_JAVA_CLOCK,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,TIMESTAMP_GENERATOR_DRIFT_WARNING_THRESHOLD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,TIMESTAMP_GENERATOR_DRIFT_WARNING_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_TRACKER_CLASS,field,1,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_TRACKER_CLASSES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_ID_GENERATOR_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_SUCCESS_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_SLOW_THRESHOLD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_SLOW_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_ERROR_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_MAX_QUERY_LENGTH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_VALUES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_MAX_VALUE_LENGTH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_MAX_VALUES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOGGER_STACK_TRACES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_THROTTLER_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_THROTTLER_MAX_CONCURRENT_REQUESTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_THROTTLER_MAX_REQUESTS_PER_SECOND,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_THROTTLER_MAX_QUEUE_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_THROTTLER_DRAIN_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_NODE_STATE_LISTENER_CLASS,field,1,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_CHANGE_LISTENER_CLASS,field,1,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_NODE_STATE_LISTENER_CLASSES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_CHANGE_LISTENER_CLASSES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADDRESS_TRANSLATOR_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PROTOCOL_VERSION,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PROTOCOL_COMPRESSION,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PROTOCOL_MAX_FRAME_LENGTH,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_WARN_IF_SET_KEYSPACE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_TRACE_ATTEMPTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_TRACE_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_TRACE_CONSISTENCY,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_GENERATE_AGGREGABLE_HISTOGRAMS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_HIGHEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_LOWEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_SLO,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_PUBLISH_PERCENTILES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_DIGITS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_CQL_REQUESTS_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_HIGHEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_LOWEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_SLO,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_PUBLISH_PERCENTILES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_DIGITS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_SESSION_THROTTLING_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_HIGHEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_LOWEST,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_SLO,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_PUBLISH_PERCENTILES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_DIGITS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_CQL_MESSAGES_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_TCP_NODELAY,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_KEEP_ALIVE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_REUSE_ADDRESS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_LINGER_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_RECEIVE_BUFFER_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SOCKET_SEND_BUFFER_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,HEARTBEAT_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,HEARTBEAT_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_ALLOW_ZERO_TOKEN_PEERS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_TOPOLOGY_WINDOW,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_TOPOLOGY_MAX_EVENTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_REQUEST_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_REQUEST_PAGE_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_REFRESHED_KEYSPACES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_WINDOW,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_SCHEMA_MAX_EVENTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METADATA_TOKEN_MAP_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONTROL_CONNECTION_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONTROL_CONNECTION_AGREEMENT_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONTROL_CONNECTION_AGREEMENT_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONTROL_CONNECTION_AGREEMENT_WARN,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONTROL_CONNECTION_RECONNECT_CONTACT_POINTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PREPARE_ON_ALL_NODES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PREPARE_SKIP_CQL4_METADATA_RESOLVE_METHOD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REPREPARE_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REPREPARE_CHECK_SYSTEM_TABLE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REPREPARE_MAX_STATEMENTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REPREPARE_MAX_PARALLELISM,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REPREPARE_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,PREPARED_CACHE_WEAK_VALUES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_IO_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_IO_SHUTDOWN_QUIET_PERIOD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_IO_SHUTDOWN_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_IO_SHUTDOWN_UNIT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_ADMIN_SIZE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_ADMIN_SHUTDOWN_QUIET_PERIOD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_ADMIN_SHUTDOWN_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_ADMIN_SHUTDOWN_UNIT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,COALESCER_MAX_RUNS,field,1,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,COALESCER_INTERVAL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,RESOLVE_CONTACT_POINTS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_TIMER_TICK_DURATION,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_TIMER_TICKS_PER_WHEEL,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,REQUEST_LOG_WARNINGS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,NETTY_DAEMON,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CLOUD_SECURE_CONNECT_BUNDLE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,LOAD_BALANCING_POLICY_SLOW_AVOIDANCE,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CONNECTION_CONNECT_TIMEOUT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,SESSION_LEAK_THRESHOLD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,APPLICATION_NAME,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,APPLICATION_VERSION,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_NODE_EXPIRE_AFTER,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_FACTORY_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_ID_GENERATOR_CLASS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,METRICS_ID_GENERATOR_PREFIX,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,LOAD_BALANCING_DC_FAILOVER_MAX_NODES_PER_REMOTE_DC,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,LOAD_BALANCING_DC_FAILOVER_ALLOW_FOR_LOCAL_CONSISTENCY_LEVELS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADDRESS_TRANSLATOR_ADVERTISED_HOSTNAME,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADDRESS_TRANSLATOR_SUBNET_ADDRESSES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADDRESS_TRANSLATOR_DEFAULT_ADDRESS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,ADDRESS_TRANSLATOR_RESOLVE_ADDRESSES,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,LOAD_BALANCING_DC_FAILOVER_PREFERRED_REMOTE_DCS,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,LOAD_BALANCING_DEFAULT_LWT_REQUEST_ROUTING_METHOD,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CLIENT_ROUTES_NATIVE_TRANSPORT_PORT,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,CLIENT_ROUTES_SHARD_AWARENESS_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,DRIVER_CONFIG_REPORTING_ENABLED,field,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,builtInValues(),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,"TypedDriverOption(DriverOption, GenericType)",constructor,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,getRawOption(),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,getExpectedType(),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,equals(Object),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,hashCode(),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,TypedDriverOption,toString(),method,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.connection,BusyConnectionException,BusyConnectionException(int),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,BusyConnectionException,BusyConnectionException(String),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,BusyConnectionException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ClosedConnectionException,ClosedConnectionException(String),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ClosedConnectionException,"ClosedConnectionException(String, Throwable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ClosedConnectionException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ConnectionInitException,"ConnectionInitException(String, Throwable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ConnectionInitException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,CrcMismatchException,CrcMismatchException(String),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,CrcMismatchException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,FrameTooLongException,"FrameTooLongException(SocketAddress, String)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,FrameTooLongException,getAddress(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,FrameTooLongException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,HeartbeatException,"HeartbeatException(SocketAddress, String, Throwable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,HeartbeatException,"HeartbeatException(SocketAddress, String, ExecutionInfo, Throwable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,HeartbeatException,getAddress(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,HeartbeatException,copy(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ReconnectionPolicy,newNodeSchedule(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ReconnectionPolicy,newControlConnectionSchedule(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ReconnectionPolicy,close(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.connection,ReconnectionPolicy.ReconnectionSchedule,nextDelay(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getSessionName(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getConfig(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getConfigLoader(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getLoadBalancingPolicies(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getLoadBalancingPolicy(String),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getRetryPolicies(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getRetryPolicy(String),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getSpeculativeExecutionPolicies(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getSpeculativeExecutionPolicy(String),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getTimestampGenerator(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getReconnectionPolicy(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getAddressTranslator(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
public,core,com.datastax.oss.driver.api.core.context,DriverContext,getAuthProvider(),method,0,0,1,T1,needs-bridge,DefaultDriverContext,,,,
