Visibility,Module,Package,Class,Method/Property name,Kind,Deprecated?,Scylla-only?,Counted to total sum,Priority,Status,Stub anchor,Github issue?,Implemented and waiting as PRs,Merged to master,Comment
public,core,com.datastax.oss.driver.api.core.metadata,NodeState,DOWN,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeState,FORCED_DOWN,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeState,values(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeState,valueOf(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListener,onAdd(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListener,onUp(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListener,onDown(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListener,onRemove(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListener,onSessionReady(Session),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,NodeStateListenerBase(),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,onAdd(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,onUp(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,onDown(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,onRemove(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,NodeStateListenerBase,close(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,"SafeInitNodeStateListener(NodeStateListener, boolean)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,onSessionReady(Session),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,onAdd(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,onUp(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,onDown(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,onRemove(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,SafeInitNodeStateListener,close(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,Tablet,getFirstToken(),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,Tablet,getLastToken(),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,Tablet,getReplicaNodes(),method,1,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,Tablet,getReplicaNodesList(),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,Tablet,getShardForNode(Node),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,getMapping(),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,"addTablet(CqlIdentifier, CqlIdentifier, Tablet)",method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,"getTablet(CqlIdentifier, CqlIdentifier, long)",method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,removeByNode(Node),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,removeByKeyspace(CqlIdentifier),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TabletMap,removeByTable(CqlIdentifier),method,0,1,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,parse(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,format(Token),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"newToken(Partitioner, ByteBuffer...)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,newToken(ByteBuffer...),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"newTokenRange(Token, Token)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,getTokenRanges(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,getTokenRanges(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,getTokens(Node),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getTokenRanges(CqlIdentifier, Node)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getTokenRanges(String, Node)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(CqlIdentifier, Partitioner, ByteBuffer)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(CqlIdentifier, Partitioner, ByteBuffer)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(CqlIdentifier, ByteBuffer)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(CqlIdentifier, ByteBuffer)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(String, Partitioner, ByteBuffer)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(String, Partitioner, ByteBuffer)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(String, ByteBuffer)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(String, ByteBuffer)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(CqlIdentifier, Token)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(CqlIdentifier, Token)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(String, Token)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(String, Token)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(CqlIdentifier, TokenRange)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(CqlIdentifier, TokenRange)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicas(String, TokenRange)",method,1,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,"getReplicasList(String, TokenRange)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,getPartitionerName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata,TokenMap,getPartitioner(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getKeyspace(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getSignature(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getFinalFuncSignature(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getInitCond(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getReturnType(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getStateFuncSignature(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,getStateType(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,describeWithChildren(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,describe(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,AggregateMetadata,formatInitCond(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ClusteringOrder,ASC,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ClusteringOrder,DESC,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ClusteringOrder,values(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ClusteringOrder,valueOf(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ColumnMetadata,getKeyspace(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ColumnMetadata,getParent(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ColumnMetadata,getName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ColumnMetadata,getType(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,ColumnMetadata,isStatic(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,Describable,describe(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,Describable,describeWithChildren(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getKeyspace(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getSignature(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getParameterNames(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getBody(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,isCalledOnNullInput(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getLanguage(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,getReturnType(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,describe(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionMetadata,describeWithChildren(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,"FunctionSignature(CqlIdentifier, Iterable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,"FunctionSignature(CqlIdentifier, DataType...)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,"FunctionSignature(String, Iterable)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,"FunctionSignature(String, DataType...)",constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,getName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,getParameterTypes(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,equals(Object),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,hashCode(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,FunctionSignature,toString(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexKind,KEYS,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexKind,CUSTOM,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexKind,COMPOSITES,enum-constant,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexKind,values(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexKind,valueOf(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getKeyspace(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getTable(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getKind(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getTarget(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getClassName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,getOptions(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,describe(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,IndexMetadata,describeWithChildren(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,isDurableWrites(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,isVirtual(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,isUsingTablets(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,setUsingTablets(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getReplication(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getTables(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getTable(CqlIdentifier),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getTable(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getViews(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getViewsOnTable(CqlIdentifier),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getView(CqlIdentifier),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getView(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getUserDefinedTypes(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getUserDefinedType(CqlIdentifier),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getUserDefinedType(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getFunctions(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getFunction(FunctionSignature),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getFunction(CqlIdentifier, Iterable)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getFunction(String, Iterable)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getFunction(CqlIdentifier, DataType...)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getFunction(String, DataType...)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getAggregates(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,getAggregate(FunctionSignature),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getAggregate(CqlIdentifier, Iterable)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getAggregate(String, Iterable)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getAggregate(CqlIdentifier, DataType...)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,"getAggregate(String, DataType...)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,describe(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,describeWithChildren(boolean),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,KeyspaceMetadata,shallowEquals(Object),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getKeyspace(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getName(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getId(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getPrimaryKey(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getPartitionKey(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getClusteringColumns(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getColumns(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getColumn(CqlIdentifier),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getColumn(String),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,RelationMetadata,getOptions(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onKeyspaceCreated(KeyspaceMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onKeyspaceDropped(KeyspaceMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onKeyspaceUpdated(KeyspaceMetadata, KeyspaceMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onTableCreated(TableMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onTableDropped(TableMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onTableUpdated(TableMetadata, TableMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onUserDefinedTypeCreated(UserDefinedType),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onUserDefinedTypeDropped(UserDefinedType),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onUserDefinedTypeUpdated(UserDefinedType, UserDefinedType)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onFunctionCreated(FunctionMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onFunctionDropped(FunctionMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onFunctionUpdated(FunctionMetadata, FunctionMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onAggregateCreated(AggregateMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onAggregateDropped(AggregateMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onAggregateUpdated(AggregateMetadata, AggregateMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onViewCreated(ViewMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onViewDropped(ViewMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,"onViewUpdated(ViewMetadata, ViewMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListener,onSessionReady(Session),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,SchemaChangeListenerBase(),constructor,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onKeyspaceCreated(KeyspaceMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onKeyspaceDropped(KeyspaceMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onKeyspaceUpdated(KeyspaceMetadata, KeyspaceMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onTableCreated(TableMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onTableDropped(TableMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onTableUpdated(TableMetadata, TableMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onUserDefinedTypeCreated(UserDefinedType),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onUserDefinedTypeDropped(UserDefinedType),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onUserDefinedTypeUpdated(UserDefinedType, UserDefinedType)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onFunctionCreated(FunctionMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onFunctionDropped(FunctionMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onFunctionUpdated(FunctionMetadata, FunctionMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onAggregateCreated(AggregateMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onAggregateDropped(AggregateMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onAggregateUpdated(AggregateMetadata, AggregateMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onViewCreated(ViewMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,onViewDropped(ViewMetadata),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,"onViewUpdated(ViewMetadata, ViewMetadata)",method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,SchemaChangeListenerBase,close(),method,0,0,1,T1,needs-bridge,,,,,
public,core,com.datastax.oss.driver.api.core.metadata.schema,TableMetadata,isCompactStorage(),method,0,0,1,T1,needs-bridge,,,,,
